index,file_name,category,roi_found,success,dim,reason
0,001_0004.png,1,True,True,960,
1,002_0036.png,2,True,True,960,
2,005_0030.png,5,True,True,960,
3,020_0003.png,20,True,True,960,
4,020_0004.png,20,True,True,960,
5,020_0006.png,20,True,True,960,
6,021_0003.png,21,True,True,960,
7,021_0002_j.png,21,True,True,960,
8,027_0002.png,27,True,True,960,
9,031_0011.png,31,True,True,960,
10,038_0008.png,38,True,True,960,
11,042_0002_j.png,42,True,True,960,
12,046_0005_j.png,46,True,True,960,
13,047_0002.png,47,True,True,960,
14,047_0005.png,47,True,True,960,
15,020_0002_j.png,20,True,True,960,
16,021_0004_j.png,21,True,True,960,
17,042_0016_j.png,42,True,True,960,
18,051_0005_j.png,51,True,True,960,
19,057_0003_j.png,57,True,True,960,
20,011_0029.png,11,True,True,960,
21,013_0013.png,13,True,True,960,
22,021_0004.png,21,True,True,960,
23,022_0005.png,22,True,True,960,
24,027_0010.png,27,True,True,960,
25,027_0012.png,27,True,True,960,
26,028_0202.png,28,True,True,960,
27,037_0019.png,37,True,True,960,
28,037_0021.png,37,True,True,960,
29,040_0011.png,40,True,True,960,
30,048_0004.png,48,True,True,960,
31,000_1_0002.png,0,True,True,960,
32,000_1_0013.png,0,True,True,960,
33,000_1_0018.png,0,True,True,960,
34,000_1_0034.png,0,True,True,960,
35,001_1_0009.png,1,True,True,960,
36,002_1_0010.png,2,True,True,960,
37,003_1_0034.png,3,True,True,960,
38,004_1_0020.png,4,True,True,960,
39,005_1_0027.png,5,True,True,960,
40,007_1_0006.png,7,True,True,960,
41,012_1_0015.png,12,True,True,960,
42,014_1_0028.png,14,True,True,960,
43,015_1_0001.png,15,True,True,960,
44,016_1_0014.png,16,True,True,960,
45,017_1_0017.png,17,True,True,960,
46,023_1_0003.png,23,True,True,960,
47,023_1_0004.png,23,True,True,960,
48,024_1_0016.png,24,True,True,960,
49,024_1_0017.png,24,True,True,960,
50,026_1_0016.png,26,True,True,960,
51,028_1_0007.png,28,True,True,960,
52,030_1_0002.png,30,True,True,960,
53,030_1_0023.png,30,True,True,960,
54,032_1_0001_1_j.png,32,True,True,960,
55,032_1_0002_1_j.png,32,True,True,960,
56,033_1_0001.png,33,True,True,960,
57,034_1_0002.png,34,True,True,960,
58,034_1_0003_1_j.png,34,True,True,960,
59,035_1_0002.png,35,True,True,960,
60,035_1_0003.png,35,True,True,960,
61,035_1_0004.png,35,True,True,960,
62,037_1_0009.png,37,True,True,960,
63,043_1_0021.png,43,True,True,960,
64,045_1_0004.png,45,True,True,960,
65,045_1_0009.png,45,True,True,960,
66,047_1_0003.png,47,True,True,960,
67,049_1_0010.png,49,True,True,960,
68,050_1_0003.png,50,True,True,960,
69,055_1_0031.png,55,True,True,960,
70,056_1_0010.png,56,True,True,960,
71,008_1_0008_1_j.png,8,True,True,960,
72,023_1_0002_1_j.png,23,True,True,960,
73,030_1_0018_1_j.png,30,True,True,960,
74,052_1_0008_1_j.png,52,True,True,960,
75,010_1_0013.png,10,True,True,960,
76,011_1_0019.png,11,True,True,960,
77,023_1_0005.png,23,True,True,960,
78,028_1_0216.png,28,True,True,960,
79,029_1_0015.png,29,True,True,960,
80,031_1_0020.png,31,True,True,960,
81,036_1_0014.png,36,True,True,960,
82,036_1_0016.png,36,True,True,960,
83,036_1_0019.png,36,True,True,960,
